Published date,Severity,Published text,Translated text,Original language,Source URL,Status,Associated topics
2025-05-30 08:00:10.969472+00:00,4,Sudan health authorities announce the closure of main hospital in El Obeid until further notice after it sustained damage in suspected RSF attack on Thursday morning,,,https://www.facebook.com/AldamnHospital/posts/pfbid0GB9byHXumRiZyQBRMa7Hvr2Nf58UM9MUxqMu6EsoRB9mLGXcqWJQGN4tVQvY5SSzl,published,Sudan
2025-05-30 05:16:08.774533+00:00,3,"Al-Jazeera: Sudan's Rapid Support Forces paramilitary group struck the Social Security Hospital in El Obeid, North Kordofan; no word on damage or injury",,,https://x.com/AJABreaking/status/1928318324808544577,published,Sudan
2025-05-30 04:39:48.926915+00:00,2,Sudan People's Liberation Movement–North militant group accuses military of burning in early May eight villages in the Heiban area of South Kordofan,,,https://splmn.net/%d8%a7%d9%84%d8%ac%d9%8a%d8%b4-%d8%a7%d9%84%d8%b3%d9%88%d8%af%d8%a7%d9%86%d9%8a-%d9%88%d8%a7%d9%84%d9%83%d8%aa%d8%a7%d8%a6%d8%a8-%d8%a7%d9%84%d8%ac%d9%87%d8%a7%d8%af%d9%8a%d8%a9-%d8%a7%d9%84%d8%aa/,published,Sudan
2025-05-29 08:31:15.502265+00:00,4,"At least 70 people died in Khartoum, Sudan, as of Wednesday amid ongoing cholera outbreak, health officials report",,,https://www.sudanakhbar.com/1653566,published,Sudan
2025-05-28 16:00:00.655345+00:00,3,Sudan's health ministry reports 25 cholera-related deaths and more than 900 infections in Khartoum on Tuesday,,,https://t.me/ajMubasher/367902,published,Sudan
2025-05-27 16:28:41.723962+00:00,2,"Two people killed, four others injured in attack in Khor Delib, South Sudan, authorities say",,,https://www.eyeradio.org/two-killed-four-injured-in-attack-along-juba-torit-road/,published,Sudan
2025-05-27 16:23:19.015213+00:00,2,"At least two people killed and four others injured by suspected gunmen on Monday in the city of Torit, South Sudan, authorities say; investigation ongoing",,,https://www.eyeradio.org/two-killed-four-injured-in-attack-along-juba-torit-road/,published,Sudan
2025-05-27 12:49:23.219738+00:00,3,"RSF militia forces hit an army headquarters and fuel depot with a drone strike in Kosti with fatalities reported, unconfirmed reports say",,,https://t.me/AjaNews/386657,published,Sudan
2025-05-25 04:24:22.435512+00:00,2,"Local media reports at least six people killed after strike Friday near a mosque in El Fasher, Sudan",,,https://www.sudanakhbar.com/1652111,published,Sudan
2025-05-23 14:12:21.198832+00:00,3,"At least five people killed, 1,000 others have been displaced following three days of heavy rain in Unity State, South Sudan, local media says",,,https://www.eyeradio.org/deadly-flooding-devastates-unity-state-5-dead-over-1000-displaced/,published,Sudan
2025-05-23 10:18:38.322571+00:00,3,"Sudanese army regains control of Al-Dabaibat area north of Dilling, South Kordofan, Al Arabiya reports; no official word from military",,,https://x.com/AlArabiya_Brk/status/1925857714414002248,published,Sudan
2025-05-23 00:27:37.166175+00:00,1,"US to impose sanctions on Sudan after finding army used chemical weapons in 2024 during conflict with RSF forces; limits on U.S. exports, government lines of credit expected to take effect in June",,,https://x.com/Reuters/status/1925708297237070330,published,Sudan
2025-05-22 07:59:42.846209+00:00,4,Sudanese army says 465 bodies discovered in mass graves in Salha area of Omdurman as force clears areas previously held by RSF militia; hundreds of captives also freed,,,https://web.facebook.com/share/v/1AgmYPhSjG/,published,Sudan
2025-05-21 17:56:38.779334+00:00,2,Federal judge rules Trump administration violated court order after sudden deportation flight to South Sudan earlier this week,,,https://thehill.com/regulation/court-battles/5312107-trump-administration-violates-migrant-order/,published,Sudan
2025-05-20 23:36:08.811193+00:00,3,Sudan's army claims it has regained complete control of Khartoum after expelling remaining RSF forces on Tuesday,,,https://sudantribune.com/article301134/,published,Sudan
2025-05-20 12:50:00.815793+00:00,2,Sudanese official says RSF's Port Sudan drone attacks carried out with logistical support form UAE ships in the Red Sea,,,https://x.com/SUNA_AGENCY/status/1924750140662804846,published,Sudan
2025-05-20 09:26:42.370581+00:00,3,Video: Smoke seen rising over Omdurman as Sudan army wages battle for control of Khartoum State,,,https://t.me/ajMubasher/364365,published,Sudan
2025-05-20 07:35:50.718825+00:00,4,"Explosions, clashes reported in Omdurman, Sudan, as army says operation underway to drive RSF from remaining positions in Khartoum State",,,https://x.com/AFP/status/1924728868960928181,published,Sudan
2025-05-20 07:24:02.777619+00:00,1,"Editor's note: Military sources have told Al Jazeera that Khartoum State, Sudan, has been recaptured in full from the RSF militia by the army. A short while ago an official said that the Sudan army was ""close"" to recapturing all of Khartoum State, but there was also still fighting reported in Omdurman. We will update when we have a citable source confirming the army is claiming to have retaken the whole state. -Sarah",,,https://x.com/AJABreaking/status/1924726433349566752,published,Sudan
2025-05-20 06:31:53.866196+00:00,2,"Sudan army official says ""large-scale operation"" ongoing to reclaim all of Khartoum state as fighting with RSF continues in south and west of Omdurman",,,https://x.com/hash_sudan/status/1924709230205981143,published,Sudan
2025-05-20 05:55:30.283366+00:00,2,"Report: Rapid Support Forces ""target"" University of Khartoum in Omdurman, Sudan, with explosive drones, sources tell Al Jazeera",,,https://t.me/AjaNews/383581,published,Sudan
2025-05-19 20:59:09.230142+00:00,4,"Explosions heard after drone sighted over city in Port Sudan, reports local media citing eyewitnesses; no word on injured or damage",,,https://www.sudanakhbar.com/1650333#google_vignette,published,Sudan
2025-05-18 13:27:44.873685+00:00,4,Sudan Doctors Union says at least 19 people killed and 28 others injured in RSF attacks in El Fasher and Abu Shouk Camp in North Darfur so far on Sunday,,,https://x.com/SDN154/status/1924093320348774779,published,Sudan
2025-05-18 07:28:07.570854+00:00,3,"Sudanese army targets apparent RSF positions in the Salha area of Omdurman, according to Al Jazeera correspondent",,,https://t.me/ajMubasher/363411,published,Sudan
2025-05-17 10:48:28.937281+00:00,4,Residents of Khartoum entering third day of widespread power cuts following long-range RSF drone strikes on power stations near Sudanese capital on Wednesday,,,https://www.rfi.fr/fr/afrique/20250517-soudan-trois-jours-sans-r%C3%A9seau-%C3%A9lectrique-%C3%A0-khartoum-apr%C3%A8s-des-frappes-sur-trois-centrales-de-la-capitale?utm_medium=social&utm_campaign=x&utm_source=shorty&utm_slink=rfi.my%2FBg2K,published,Sudan
2025-05-17 09:11:15.582804+00:00,2,"Sudan accuses UAE of violating international convention by ""expelling most of the staff"" of the Sudanese Consulate General in Dubai in recent days",,,https://x.com/MofaSudan/status/1923658093268771213,published,Sudan
2025-05-16 12:17:16.335737+00:00,2,"Suspected RSF drones reportedly attacked Merowe in Sudan's Northern State overnight, local media reports; no word on damage or injuries",,,https://www.sudanakhbar.com/1649132#google_vignette,published,Sudan
2025-05-16 08:24:11.678032+00:00,2,"One student killed, three more injured in accidental ordnance explosion at a school in Sudan's Wad Madani, local media reports",,,https://www.sudanakhbar.com/1648982,published,Sudan
2025-05-15 14:55:51.987727+00:00,3,"Two UNMISS staff killed in shooting involving military peacekeeper at mission's base in Malakal, South Sudan, on Tuesday, officials report; investigation underway",,,https://www.eyeradio.org/two-un-peacekeepers-killed-in-shooting-incident-at-malakal-base/,published,Sudan
2025-05-15 08:49:13.316837+00:00,1,"Editor's note: Al Arabiya is reporting that more than a dozen people were killed in a suspected RSF attack at the Abu Shouk camp in El Fasher, Sudan. It is unclear when the attack took place. We are looking for corroboration. -Jessica",,,https://x.com/AlArabiya_Brk/status/1922934057437962508,published,Sudan
2025-05-15 00:43:11.933621+00:00,3,"Power outage reported in Khartoum, Sudan, after three power stations bombed by suspected RSF drones in Omdurman, local media reports",,,https://sudantribune.net/article300891/,published,Sudan
2025-05-14 06:32:14.746103+00:00,3,"Rapid Support Forces conduct drone attack on El Obeid in Sudan's North Kordofan region, reports Al Jazeera citing military source",,,https://t.me/AjaNews/381136,published,Sudan
2025-05-13 05:11:11.687567+00:00,3,Three Sudanese armed groups join forces to form militia to protect Sudan's Um Gargour eastern border area with Eritrea,,,https://www.facebook.com/permalink.php?story_fbid=pfbid02z6GJ7F5QTiAuxKo8rFNUMh4tPFqPNnCjE1MqL5FdkARE83vud1auQgaMS6bXCaNPl&id=61554868116615,published,Sudan
2025-05-12 19:20:23.937356+00:00,2,"Sudanese refugee kidnapped by Russian mercenaries in Birao refugee camp on Friday, reports say",,,https://corbeaunews-centrafrique.org/birao-nouveau-kidnapping-dun-refugie-soudanais-par-des-mercenaires-russes/,published,Sudan
2025-05-12 11:00:46.775127+00:00,4,"Sudan's army says seven people killed, 15 more injured in RSF drone and artillery attacks near El Fasher as fighting continues for control of North Darfur; exact time of bombings unclear",,,https://web.facebook.com/share/p/14JroortuDV/,published,Sudan
2025-05-12 10:07:55.311886+00:00,4,"Up to 12 people killed, more injured in armed attack in Rumbek North county in South Sudan's Lakes State on Sunday morning, local media reports; perpetrators reportedly from nearby Unity State",,,https://x.com/EyeRadioJuba/status/1921866333559398600,published,Sudan
2025-05-12 06:20:16.940952+00:00,1,"Editor's note: Local media is reporting that the Sudanese government has drafted contingency plans to suspend the import and export of oil from South Sudan in the event of further RSF strikes to destabilize the oil transit system. Recent drone strikes have impacted pump stations, depots and port facilities on the Red Sea. Radio Tamazuj is reporting that a letter, dated Friday, showed the Sudanese government warning South Sudan that they would be unable to facilitate the export of South Sudanese oil from Port Sudan if the transportation system was further compromised. They describe the risk as high, and the contingency plans as ""fast track."" We will keep an eye out for any reports of further disruption along key exchange routes. -Sarah",,,https://www.radiotamazuj.org/en/news/article/sudan-prepares-to-halt-south-sudan-oil-experts,published,Sudan
2025-05-11 22:39:00.459762+00:00,2,"Syrian government will send representatives to Sudan to assess conditions for refugees and make necessary evacuations, says foreign minister, citing order of Interim President Ahmed al-Sharaa",,,https://x.com/AsaadHShaibani/status/1921688211694244066,published,Sudan
2025-05-11 19:51:30.591478+00:00,2,Local media says fires at ports of Port Sudan have been extinguished after more than four days,,,https://x.com/RadioDabanga/status/1921651859476935099,published,Sudan
2025-05-11 10:18:28.246980+00:00,3,"Sudanese army recaptures town of Al-Khawi in South Kordofan region, Al Jazeera reports citing unnamed military source",,,https://t.me/AjaNews/379949,published,Sudan
2025-05-11 09:44:55.089635+00:00,2,"Sudanese army repels attempted RSF drone attack against Atbara airport and additional targets in Port Sudan, local media reports citing sources",,,https://www.sudanakhbar.com/1647516,published,Sudan
2025-05-11 08:23:30.386708+00:00,2,"Sudan army airstrikes target Rapid Support Force positions in Nyala and El Geneina areas of Darfur, sources tell local media",,,https://www.sudanakhbar.com/1647482,published,Sudan
2025-05-11 05:59:45.287339+00:00,2,"Sudanese civil defense says all fires at major oil depots in government-controlled Port Sudan are now ""completely"" under control following numerous RSF attacks on petroleum reserves",,,https://www.sudanakhbar.com/1647441,published,Sudan
2025-05-11 05:38:31.988560+00:00,2,More: Sudan state media says rSF drone strike on prison in El Obeid took place Saturday morning,,,https://suna-sd.net/posts/hkom-shmal-krdfan-tkf-aal-alaodaaa-f-sgn-alabyd-baad-asthdafh-bmsyrh,published,Sudan
2025-05-11 05:08:36.879944+00:00,2,"Sudanese state media reports situation at prison struck by RSF in El Obeid is under control; strike killed at least 20 people and injured 45 more, official says",,,https://suna-sd.net/posts/hkom-shmal-krdfan-tkf-aal-alaodaaa-f-sgn-alabyd-baad-asthdafh-bmsyrh,published,Sudan
2025-05-11 04:59:09.829261+00:00,2,Sudanese media reports army has made gains against RSF in west Omdurman,,,https://www.sudanakhbar.com/1647405,published,Sudan
2025-05-11 03:12:45.685218+00:00,3,"Anti-aircraft fire reported after drone spotted near Port Sudan, according to local media; no specific location given",,,https://x.com/alrakoba1/status/1921400244169805935,published,Sudan
2025-05-11 01:56:17.185038+00:00,3,Sudanese media reports drone attack on Atbara in River Nile state,,,https://x.com/alrakoba1/status/1921381323614154780,published,Sudan
2025-05-10 11:15:11.328646+00:00,4,Sudanese doctors union: At least 21 people killed and 47 others in alleged RSF paramilitary group strike on a prison in city of Obeid in North Kurdufan; exact timing of attack unclear,,,https://x.com/SDN154/status/1921160409974743523,published,Sudan
2025-05-10 10:02:25.610831+00:00,4,"Report: At least 14 people killed in suspected paramilitary Rapid Support Forces airstrike on a displaced people's camp in the Darfur region of Sudan, aid workers tell AFP on Saturday",,,https://x.com/AFP/status/1921140656791318688,published,Sudan
2025-05-10 09:52:29.449888+00:00,1,"Editor's note: Al Jazeera is reporting, citing unnamed sources, that more than a dozen people were killed and several others injured after a suspected RSF drone targeted prison in El Obeid, Sudan. Local media or officials are yet to confirm details, with only one local source reporting on the attack, without providing further details. We are following the situation closely. -Jessica",,,https://x.com/ajmurgent/status/1921138941702664574,published,Sudan
2025-05-10 06:30:31.659588+00:00,2,Sudanese media video shows anti-aircraft fire in Port Sudan during earlier drone attack,,,https://x.com/alrakoba1/status/1921083206888980974,published,Sudan
2025-05-10 02:58:39.173944+00:00,3,"Sudanese army deploys anti-aircraft weapons to combat drone attack on Port Sudan, Al-Jazeera reports; no specific location given",,,https://x.com/AJABreaking/status/1921029050812035434,published,Sudan
2025-05-10 01:32:32.406410+00:00,3,Sudanese media report new drone attack on Port Sudan with no specific location given; air defense reported at work,,,https://www.sudanakhbar.com/1647097,published,Sudan
2025-05-09 04:21:48.603812+00:00,3,"New RSF drone strikes reported on Port Sudan, Sudan, by local media with no word on specific location",,,https://www.sudanakhbar.com/1646807,published,Sudan
2025-05-09 02:00:09.895041+00:00,3,Al Jazeera correspondent reports Sudanese anti-aircraft systems have activated in response to drones in Port Sudan; exact location not immediately clear,,,https://x.com/AJABreaking/status/1920658734290014712,published,Sudan
2025-05-08 16:50:04.958916+00:00,3,"At least three people reported killed in suspected RSF attack on a march in Omdurman, Sudan",,,https://x.com/AlArabiya_Brk/status/1920520518639251783,published,Sudan
2025-05-08 06:11:44.405082+00:00,1,"Editor's note: We are seeing reports from AFP, citing a military source, that another drone attack is underway at a naval base in Port Sudan. Port Sudan was hit by an apparent drone wave late on Wednesday and footage showed smoke and anti-aircraft fire. We continue to search for corroboration on reports of attacks on Port Sudan. - James",,,https://x.com/AJABreaking/status/1920356514830954783,published,Sudan
2025-05-08 03:01:58.076857+00:00,3,"Al Jazeera reports explosions near oil depots in Kosti, Sudan; no further details yet available",,,https://x.com/AJABreaking/status/1920308180661514253,published,Sudan
2025-05-08 01:45:14.007261+00:00,3,"Sudanese Air Force College in Port Sudan struck during earlier drone barrage, Al Hadath reports",,,https://x.com/AlHadath/status/1920291068056056163,published,Sudan
2025-05-07 23:06:59.931584+00:00,3,"Video shows smoke plumes, anti-aircraft fire in the skies over Port Sudan, Sudan, amid apparent RSF drone wave",,,https://x.com/alrakoba1/status/1920249546128629922,published,Sudan
2025-05-07 22:43:14.783174+00:00,3,"Al-Jazeera reports new drone strikes on Port Sudan, Sudan, late Wednesday, with sounds of anti-aircraft networks attempting to intercept them",,,https://www.aljazeeramubasher.net/news/politics/2025/5/8/%d8%a7%d9%86%d9%81%d8%ac%d8%a7%d8%b1%d8%a7%d8%aa-%d9%82%d9%88%d9%8a%d8%a9-%d8%a8%d8%ad%d9%8a-%d8%a7%d9%84%d9%85%d8%b7%d8%a7%d8%b1-%d8%ac%d9%86%d9%88%d8%a8%d9%8a,published,Sudan
2025-05-07 21:42:30.375451+00:00,3,Sudanese army says its anti-aircraft systems intercepted drones targeting naval base in Port Sudan earlier Wednesday,,,https://www.reuters.com/world/africa/explosions-heard-port-sudan-army-launched-anti-aircraft-missiles-reuters-witness-2025-05-07/,published,Sudan
2025-05-07 05:25:19.895789+00:00,3,Sudanese media reports three blasts were heard during earlier drone attack on Port Sudan; no immediate word on damage,,,https://x.com/alrakoba1/status/1919968915226063215,published,Sudan
2025-05-07 03:01:16.846981+00:00,3,Sudanese media reports new drone strikes on unspecified areas in Port Sudan,,,https://www.sudanakhbar.com/1646045,published,Sudan
2025-05-06 11:50:23.327515+00:00,2,Sudanese energy ministry says petroleum supply remains stable despite Rapid Support Force attacks on fuel depots in Port Sudan,,,https://t.me/ajMubasher/357820,published,Sudan
2025-05-06 11:32:52.182355+00:00,3,"South Sudan's president announces sweeping reshuffle of key state government positions in Upper Nile, Central Equatoria, and Warrap states amid increasing political instability",,,https://www.radiotamazuj.org/en/news/article/kiir-reshuffles-upper-nile-c-equatoria-and-warrap-state-governments,published,Sudan
2025-05-06 10:44:39.232637+00:00,3,"Sudanese armed forces say that they killed ""dozens"" of RSF fighters and destroyed significant equipment during fighting in the south of Al Fashir on Monday",,,https://www.sudanakhbar.com/1645849,published,Sudan
2025-05-06 09:22:48.454848+00:00,4,Sudanese electric utility company says there is a total power outage in the city of Port Sudan after energy infrastructure was damaged by RSF paramilitary drone attacks earlier Tuesday,,,https://t.me/ajMubasher/357757,published,Sudan
2025-05-06 08:49:13.473046+00:00,2,"Somali national reportedly killed in armed attack on highway connecting Juba and Terekeka in South Sudan, officials say",,,https://www.radiodalsan.com/somali-civilian-killed-in-south-sudan-ambush-amid-escalating-insecurity-on-juba-terekeka-highway-2/,published,Sudan
2025-05-06 08:25:39.290891+00:00,3,Fire and smoke still seen rising from port in city of Port Sudan after suspected Rapid Support Forces drone attack; a power station south of the city was damaged in a separate strike,,,https://www.sudanakhbar.com/1645809,published,Sudan
2025-05-06 06:45:56.857241+00:00,3,"Airport official at Port Sudan, Sudan, confirms to local media all flights suspended after wave of RSF paramilitary drone attacks in the city",,,https://www.sudanakhbar.com/1645765,published,Sudan
2025-05-06 04:48:09.827809+00:00,1,"RSF paramilitary forces are reportedly using advanced foreign air defense systems in the El Fasher, North Darfur, South Darfur and Nyala regions, according to local media",,,https://www.sudanakhbar.com/1645736,published,Sudan
2025-05-06 04:08:13.505324+00:00,4,"Suspected RSF drone attack damages Marina Hotel in Port Sudan, Sudan, according to local media; no injuries reported from the attack thus far",,,https://x.com/Sudan_tweet/status/1919602563206324588,published,Sudan
2025-05-06 03:56:28.748605+00:00,2,"Al Jazeera: All flights suspended at airport in Port Sudan, Sudan, following wave of RSF paramilitary drone attacks in the city overnight",,,https://x.com/ajmurgent/status/1919600139557339410,published,Sudan
2025-05-06 03:15:03.329658+00:00,4,"Large fire burning at warehouses in vicinity of harbour in Sudanese city of Port Sudan after apparent drone strike follows attack on airport, local journalist reports",,,https://x.com/AlMigdadHassan0/status/1919584926887804981/video/1,published,Sudan
2025-05-06 02:35:00.336938+00:00,3,Al Jazeera reports Sudanese civil defense working to contain fire burning at Port Sudan International Airport following apparent drone strike,,,https://x.com/AJABreaking/status/1919578248788508818,published,Sudan
2025-05-06 01:43:42.298774+00:00,1,"Editor's note: We are monitoring after an apparent drone strike caused a fire at the international airport in Port Sudan, Sudan. One report suggests that the target was a fuel depot at the airport. There is no word on injuries. An Al Arabiya correspondent says the strike hit near the civilian terminal, causing cancellation of flights. This follows a day after the Sudanese military said that air traffic had resumed at the airport after the facility was attacked by an RSF drone on Sunday. We will update as things develop. - Halima",,,https://x.com/AlArabiya_Brk/status/1919566853174628387,published,Sudan
2025-05-06 01:37:14.667705+00:00,3,"Video: Large fire burning at international airport in Port Sudan, Sudan, following apparent drone strike, according to journalist; no immediate word from officials",,,https://x.com/AlMigdadHassan0/status/1919564615274377657/video/1,published,Sudan
2025-05-06 01:35:47.916338+00:00,5,"Smoke seen rising, explosions heard at international airport in Port Sudan, Sudan, Al Jazeera, Al Arabiya report",,,https://x.com/ajmurgent/status/1919564641187070181,published,Sudan
2025-05-05 12:13:56.584676+00:00,4,"Video shows heavy column of smoke rising from fuel depot south of Port Sudan, Sudan; no confirmation from officials yet on cause",,,https://x.com/YousraElbagir/status/1919361628438421926/video/1,published,Sudan
2025-05-05 09:31:22.500191+00:00,1,"Editor's note: Pro-government Sudanese media outlet Sudan Akhbar are alleging that the fire burning at an oil refinery in Port Sudan was sparked by an RSF drone attack. They do not provide a source for this claim, instead claiming to have access to eyewitness videos not linked in the article. The allegation would track with yesterday's RSF attack on the Port Sudan airport and nearby military base. We are watching for confirmation of RSF's involvement in the fire. - Owen",,,https://www.sudanakhbar.com/1645426,published,Sudan
2025-05-05 09:12:50.417747+00:00,3,"Suspected RSF drones shot down while targeting government controlled airport in Kassala, Sudan, for third straight day, according to local media",,,https://www.sudanakhbar.com/1645441,published,Sudan
2025-05-05 07:06:44.326872+00:00,2,"Fire south of Port Sudan, Sudan, is burning at petroleum products warehouse, reports Al Jazeera citing unnamed sources",,,https://t.me/AjaNews/377484,published,Sudan
2025-05-05 06:29:03.637533+00:00,1,"Editor's note: We are aware of images circulating on social media of a large fire burning at multiple oil depots in Port Sudan, Sudan. The attack has not yet been reported on by Sudanese media, and the cause of the fires is still unclear. The fires come just one day after a series of RSF paramilitary drone strikes in the city, which were the first of the country's two year civil war. We are watching our sources for more information. - Owen",,,https://x.com/Abdul_RahmanBI/status/1919274843054194895,published,Sudan
2025-05-05 05:47:50.787828+00:00,2,Sudanese military say that air traffic has resumed at airport in Port Sudan after the facility was attacked by an RSF drone on Sunday; Sudanese general say they shot down most of the drones launched at the city,,,https://www.sudanakhbar.com/1645373#google_vignette,published,Sudan
2025-05-05 04:40:56.612410+00:00,2,Sudanese media says RSF paramilitaries arrested multiple people in the city of Nyala in connection to Saturday's deadly attack on the airport,,,https://www.sudanakhbar.com/1645349,published,Sudan
2025-05-04 16:13:33.397503+00:00,3,"Report: Air raid strikes el-Obeid, Sudan, according to Al Jazeera citing local sources",,,https://t.me/AjaNews/377335,published,Sudan
2025-05-04 08:51:22.276184+00:00,2,"Sudanese army anti-aircraft weapons reportedly repel Rapid Support Forces drones attack near Kassala Airport in country's east, local media reports",,,https://www.sudanakhbar.com/1645092,published,Sudan
2025-05-04 05:52:09.365256+00:00,3,"Sudanese media video appears to show large explosion in Port Sudan after RSF drone strike; military confirmed ammunition depot struck causing ""scattered explosions""",,,https://x.com/alrakoba1/status/1918892031230828638,published,Sudan
2025-05-04 05:51:31.486045+00:00,3,"More: Sudanese military claims ""limited damage"" after reported RSF drone struck ammunition depot, causing ""scattered explosions"" in Port Sudan, Sudan",,,https://x.com/SUNA_AGENCY/status/1918896551285448849,published,Sudan
2025-05-04 05:50:26.819506+00:00,1,"Editor's note: We have issued a correction to a previous item that stated an RSF drone attack struck the Osman Digna port in Port Sudan, Sudan. Military missives claim that a facility called the ""Osman Digna Air Base"" was struck, but it is unclear where that location is, with neither of the city's airports readily identifiable as a base by that name. - Matthew",,,,published,Sudan
2025-05-04 05:48:10.404726+00:00,4,"Sudanese military claims no injuries after RSF drone attack on air base, infrastructure on Port Sudan, Sudan, believed to be the first such attack of the civil war",,,https://x.com/SUNA_AGENCY/status/1918896545992249554,published,Sudan
2025-05-04 04:44:27.835334+00:00,3,"Sudanese military, citing official, reports drone attack on Port Sudan targeted civilian facilities including air base and a cargo warehouse; unverified reports claim power outages in parts of city [corrects location struck]",,,https://x.com/alrakoba1/status/1918885886885822734,published,Sudan
2025-05-04 03:59:04.633882+00:00,2,"Sudanese media photos show smoke plumes over Port Sudan, Sudan, following reported RSF drone attack on airport there; no reports yet of damage or injury",,,https://x.com/Sudan_tweet/status/1918875098112786802,published,Sudan
2025-05-04 03:57:38.306525+00:00,3,"Al-Jazeera reports five-drone attack on Port Sudan International Airport in Port Sudan, Sudan; no word on possible damage or injury yet",,,https://t.me/ajMubasher/356836,published,Sudan
2025-05-04 01:06:39.655372+00:00,3,"Sudanese military claims to have destroyed a plane Saturday carrying supplies, materiel, and drones to the RSF in Nyala, inflicting casualties on its crew; alleges the plane was a Boeing of Emirati origin",,,https://www.facebook.com/watch/?v=29358119107137145,published,Sudan
2025-05-03 17:48:31.083565+00:00,3,Sudan's government claims RSF killed 300 civilians in city of En Nahud,,,https://x.com/AJA_Egypt/status/1918718919809880568,published,Sudan
2025-05-03 16:46:25.053122+00:00,3,"Update: MSF reports seven people killed, 20 others injured in Saturday bombing of its hospital in Old Fangak, South Sudan",,,http://reut.rs/3GQkQ2N,published,Sudan
2025-05-03 14:21:11.801245+00:00,3,"Sudan's rebel RSF captures town of Al-Khawi, South Kordofan province, as rival army forces retreat toward El Obeid, Al-Arabiya reports",,,https://x.com/AlHadath/status/1918659901389250908,published,Sudan
